AQ,DQ,Loss,Stage1,Train1,Val1,Test1,Stage2,Train2,Val2,Test2,Stage3,Train3,Val3,Test3,AQMean,AQStdev,DQMean,DQStdev,LossMean,LossStdev,AQNorm,DQNorm,LossNorm,Categorical,Set1,Set2,Set3
3,23,7695014.72237245,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,0.942880899288931,-0.797945458928787,882,Train,Train,Train
4,23,9495512.12982175,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,0.942880899288931,-0.75166206659452,883,Train,Train,Train
5,23,5395459.6522289,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,0.942880899288931,-0.857057573761813,884,Validation,Train,Train
6,23,4280977.54460548,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,0.942880899288931,-0.885706330723773,885,Validation,Train,Train
7,23,3080699.62988427,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,0.942880899288931,-0.916560545457633,886,Validation,Train,Train
8,23,3080243.44015999,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,0.942880899288931,-0.916572272221526,887,Validation,Train,Train
9,23,3157124.53386558,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,0.942880899288931,-0.914595975111438,888,Test,Train,Train
10,23,4271626.95986936,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,0.942880899288931,-0.885946695847381,889,Test,Train,Train
11,23,5041441.27141804,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,0.942880899288931,-0.866157932109911,890,Test,Validation,Train
12,23,2629706.37760674,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,0.942880899288931,-0.92815372940164,891,Test,Validation,Train
13,23,4439808.41057663,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,0.942880899288931,-0.881623441598735,892,Test,Validation,Train
14,23,5252902.56719213,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,0.942880899288931,-0.860722130827814,893,Test,Validation,Train
15,23,4859385.46602883,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,0.942880899288931,-0.87083783902491,894,Test,Test,Validation
16,23,4563031.73653461,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,0.942880899288931,-0.878455876060207,895,Test,Test,Validation
17,23,3246036.03284429,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,0.942880899288931,-0.912310425699796,896,Test,Test,Validation
18,23,7555515.02953382,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,0.942880899288931,-0.801531423000409,897,Test,Test,Validation
19,23,4622025.53618004,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,0.942880899288931,-0.876939387803694,898,,,
20,23,2500152.68954714,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,0.942880899288931,-0.931484022546193,899,,,
21,23,6756682.63756675,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,0.942880899288931,-0.822066122386125,900,,,
22,23,2564940.17324607,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,0.942880899288931,-0.929818602471728,901,,,
23,23,5513022.17736511,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,0.942880899288931,-0.8540355241592,902,,,
24,23,2648723.4614596,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,0.942880899288931,-0.9276648782934,903,,,
25,23,3148982.05246283,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,0.942880899288931,-0.914805284860943,904,,,
26,23,4864882.85120554,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,0.942880899288931,-0.870696523833956,905,,,
27,23,3411483.34154605,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,0.942880899288931,-0.908057455010912,906,,,
28,23,5722456.83064594,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,0.942880899288931,-0.848651819530644,907,,,
29,23,6378669.63112916,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,0.942880899288931,-0.831783283994923,908,,,
30,23,4659480.84355202,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,0.942880899288931,-0.875976565708574,909,,,
31,23,6176435.92660368,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,0.942880899288931,-0.836981881810748,910,,,
32,23,4337266.6526273,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,0.942880899288931,-0.88425936897868,911,,,
33,23,3602849.92856606,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,0.942880899288931,-0.903138206146642,912,,,
34,23,4824157.69416528,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,0.942880899288931,-0.871743400332289,913,,,
35,23,6796843.54873343,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,0.942880899288931,-0.821033750331415,914,,,
36,23,2734196.72488354,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,0.942880899288931,-0.925467711794424,915,,,
37,23,3552607.3377753,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,0.942880899288931,-0.904429736771367,916,,,
38,23,6160504.39387524,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,0.942880899288931,-0.837391416074283,917,,,
39,23,2951195.23197969,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,0.942880899288931,-0.919889571554772,918,,,
40,23,4525879.95728757,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,0.942880899288931,-0.879410895694055,919,,,
1,24,3557646.59041042,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,1.04764544365437,-0.904300198286158,920,Train,Train,Train
2,24,2633283.09325788,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,1.04764544365437,-0.928061786734539,921,Train,Train,Train
3,24,4213861.63192735,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,1.04764544365437,-0.887431605142666,922,Train,Train,Train
4,24,3407636.87870827,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,1.04764544365437,-0.908156331770125,923,Validation,Train,Train
5,24,7051117.69828418,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,1.04764544365437,-0.814497406443649,924,Validation,Train,Train
6,24,4162440.07036342,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,1.04764544365437,-0.88875344226304,925,Validation,Train,Train
7,24,4168127.15128365,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,1.04764544365437,-0.888607250773745,926,Validation,Train,Train
8,24,4184269.9945894,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,1.04764544365437,-0.88819228458328,927,Test,Train,Train
9,24,2912451.28399572,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,1.04764544365437,-0.9208855193066,928,Test,Train,Train
10,24,1637626.94111348,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,1.04764544365437,-0.953656016489643,929,Test,Validation,Train
11,24,4379306.09404606,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,1.04764544365437,-0.88317870762774,930,Test,Validation,Train
12,24,2212710.98893613,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,1.04764544365437,-0.938872967927378,931,Test,Validation,Train
13,24,2682696.72215543,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,1.04764544365437,-0.926791565314912,932,Test,Validation,Train
14,24,3762135.6414738,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,1.04764544365437,-0.899043624775266,933,Test,Test,Validation
15,24,4436688.75573013,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,1.04764544365437,-0.881703635110045,934,Test,Test,Validation
16,24,5190218.99546377,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,1.04764544365437,-0.862333467967881,935,Test,Test,Validation
17,24,4512928.85340622,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,1.04764544365437,-0.879743815374818,936,Test,Test,Validation
18,24,3588503.43250544,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,1.04764544365437,-0.903506995628398,937,,,
19,24,4360416.84931776,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,1.04764544365437,-0.88366427251722,938,,,
20,24,2320318.77296801,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,1.04764544365437,-0.936106813826871,939,,,
21,24,4243543.79852089,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,1.04764544365437,-0.886668598566763,940,,,
22,24,2558292.32664551,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,1.04764544365437,-0.92998949130007,941,,,
23,24,4484364.88811114,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,1.04764544365437,-0.88047807758864,942,,,
24,24,2684632.14955946,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,1.04764544365437,-0.926741813426625,943,,,
25,24,2611996.6957002,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,1.04764544365437,-0.928608972576334,944,,,
26,24,5941292.91351147,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,1.04764544365437,-0.843026442766282,945,,,
27,24,2729529.44364567,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,1.04764544365437,-0.925587688422978,946,,,
28,24,3229036.10230996,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,1.04764544365437,-0.912747424082198,947,,,
29,24,5071682.68734664,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,1.04764544365437,-0.865380549530866,948,,,
30,24,4268263.33506069,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,1.04764544365437,-0.886033160824248,949,,,
31,24,3283750.40151945,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,1.04764544365437,-0.911340944202733,950,,,
32,24,5681586.93039373,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,1.04764544365437,-0.849702416782387,951,,,
33,24,5509088.04392674,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,1.04764544365437,-0.854136654569425,952,,,
34,24,6412455.910435,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,1.04764544365437,-0.830914777539897,953,,,
35,24,1841688.85107268,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,1.04764544365437,-0.948410423021946,954,,,
36,24,3472651.60152917,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,1.04764544365437,-0.906485070311279,955,,,
37,24,2799165.70137165,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,1.04764544365437,-0.923797626285878,956,,,
38,24,6765065.27811617,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,1.04764544365437,-0.821850639131475,957,,,
39,24,8650666.58860618,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,1.04764544365437,-0.773379575036441,958,,,
40,24,4681441.18857229,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,1.04764544365437,-0.87541205544593,959,,,
1,25,3301232.87100365,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,1.1524099880198,-0.910891541726083,960,Train,Train,Train
2,25,4825360.79665121,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,1.1524099880198,-0.871712473509433,961,Train,Train,Train
3,25,2580755.83494049,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,1.1524099880198,-0.929412046776508,962,Train,Train,Train
4,25,5386361.36326888,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,1.1524099880198,-0.857291453397387,963,Validation,Train,Train
5,25,3290357.48474532,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,1.1524099880198,-0.911171103233308,964,Validation,Train,Train
6,25,1929818.63413779,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,1.1524099880198,-0.94614496831534,965,Validation,Train,Train
7,25,4523229.95822983,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,1.1524099880198,-0.879479016284269,966,Test,Train,Train
8,25,2991941.06156411,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,1.1524099880198,-0.918842163650246,967,Test,Train,Train
9,25,2744905.29315957,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,1.1524099880198,-0.925192438492276,968,Test,Validation,Train
10,25,2183540.03238167,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,1.1524099880198,-0.939622833393105,969,Test,Validation,Train
11,25,2228520.28891082,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,1.1524099880198,-0.938466575765839,970,Test,Validation,Train
12,25,2776011.4577153,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,1.1524099880198,-0.924392826778207,971,Test,Validation,Train
13,25,3515165.59020875,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,1.1524099880198,-0.905392210299589,972,Test,Test,Validation
14,25,2912594.54965714,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,1.1524099880198,-0.920881836534946,973,Test,Test,Validation
15,25,4090582.44792528,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,1.1524099880198,-0.890600606562057,974,Test,Test,Validation
16,25,2183466.0384203,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,1.1524099880198,-0.939624735473902,975,Test,Test,Validation
17,25,2896404.1164047,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,1.1524099880198,-0.921298026067452,976,,,
18,25,3357364.58842933,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,1.1524099880198,-0.909448625846693,977,,,
19,25,2008713.6795812,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,1.1524099880198,-0.944116900778903,978,,,
20,25,3634536.82516133,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,1.1524099880198,-0.902323666197344,979,,,
21,25,3263014.61195363,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,1.1524099880198,-0.911873976174823,980,,,
22,25,4043130.95374025,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,1.1524099880198,-0.891820389558203,981,,,
23,25,3804599.04955983,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,1.1524099880198,-0.897952064982864,982,,,
24,25,2936427.08194431,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,1.1524099880198,-0.920269200028166,983,,,
25,25,2643335.45131424,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,1.1524099880198,-0.927803381901584,984,,,
26,25,4925213.52042043,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,1.1524099880198,-0.869145670152352,985,,,
27,25,3293757.85200986,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,1.1524099880198,-0.911083693758829,986,,,
28,25,2500481.99716712,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,1.1524099880198,-0.9314755574,987,,,
29,25,3871171.10381376,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,1.1524099880198,-0.896240770930018,988,,,
30,25,2277686.31627666,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,1.1524099880198,-0.937202719164505,989,,,
31,25,2744348.08046036,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,1.1524099880198,-0.925206762141876,990,,,
32,25,2914406.49528852,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,1.1524099880198,-0.920835258855801,991,,,
33,25,5480972.85861346,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,1.1524099880198,-0.854859380493395,992,,,
34,25,1975331.06241429,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,1.1524099880198,-0.944975030738485,993,,,
35,25,2427296.35362132,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,1.1524099880198,-0.933356859666502,994,,,
36,25,4950677.76696862,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,1.1524099880198,-0.868491088974611,995,,,
37,25,3835947.41048719,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,1.1524099880198,-0.897146227394965,996,,,
38,25,4197575.65271919,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,1.1524099880198,-0.887850250769213,997,,,
39,25,3242242.66218101,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,1.1524099880198,-0.912407937677292,998,,,
40,25,4039459.44411264,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,1.1524099880198,-0.891914768989049,999,,,
1,26,3248002.42470476,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,1.25717453238524,-0.912259877842529,1000,Train,Train,Train
2,26,2718168.63486126,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,1.25717453238524,-0.925879728149349,1001,Train,Train,Train
3,26,6110832.69653346,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,1.25717453238524,-0.838668271373528,1002,Train,Train,Train
4,26,1642788.60427027,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,1.25717453238524,-0.953523331332755,1003,Validation,Train,Train
5,26,2665550.59327823,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,1.25717453238524,-0.927232321856162,1004,Validation,Train,Train
6,26,5623138.35668311,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,1.25717453238524,-0.851204889519773,1005,Test,Train,Train
7,26,2153395.09837214,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,1.25717453238524,-0.940397735818335,1006,Test,Train,Train
8,26,2582742.23442917,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,1.25717453238524,-0.929360984605306,1007,Test,Validation,Train
9,26,3350459.92856862,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,1.25717453238524,-0.909626116289026,1008,Test,Validation,Train
10,26,3165486.51186529,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,1.25717453238524,-0.914381023006064,1009,Test,Validation,Train
11,26,1524644.42900638,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,1.25717453238524,-0.956560332770871,1010,Test,Validation,Train
12,26,2439511.59010577,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,1.25717453238524,-0.933042856113747,1011,Test,Test,Validation
13,26,3219206.81520449,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,1.25717453238524,-0.913000094677327,1012,Test,Test,Validation
14,26,1726157.96877785,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,1.25717453238524,-0.951380247432607,1013,Test,Test,Validation
